AAPL percent,boston humidity,WEN price,microsoft trend,MSFT price,SHAK price,MSFT volume,TSLA percent,AMZN price,apple trend,MCD price,AMZN percent,MCD volume,AAPL volume,SHAK volume,new york city humidity,WEN percent,NFLX percent,MCD percent,FB price,AAPL price,boston temperature,TSLA price,NFLX price,TSLA volume,AMZN volume,amazon trend,FB volume,los angeles temperature,FB percent,SHAK percent,new york city temperature,los angeles humidity,MSFT percent,facebook trend,WEN volume,minutes,NFLX volume
0.0243,66.0,16.93,4.0,108.39,46.71,3973972.0,0.0102,1628.84,15.0,184.14,0.0178,600000.0,5723925.0,86446.0,76.0,0.0097,0.0094,0.0123,142.93,166.8,39.0,372.95,273.44,1226600.0,569852.0,46.0,2388683.0,57.0,0.0144,0.0077,47.0,36.0,0.0097,50.0,299046.0,645,1117845.0
0.0225,66.0,16.96,4.0,108.66,46.87,4010985.0,0.0107,1633.41,15.0,184.35,0.0151,606834.0,5794166.0,91976.0,76.0,0.0076,0.004,0.0112,143.08,167.11,39.0,372.75,274.91,1238292.0,580063.0,46.0,2421368.0,57.0,0.0133,0.0112,47.0,36.0,0.0072,50.0,302914.0,646,1126679.0
0.0225,66.0,16.95,4.0,108.61,46.87,4037715.0,0.0101,1632.43,15.0,184.35,0.0156,615648.0,5932714.0,91976.0,76.0,0.0085,0.0034,0.0112,143.08,167.1,39.0,373.0,275.08,1245319.0,584544.0,46.0,2430385.0,57.0,0.0133,0.0112,47.0,36.0,0.0077,50.0,307947.0,647,1151898.0
0.0207,66.0,16.97,4.0,108.76,46.87,4075043.0,0.0105,1633.75,15.0,184.74,0.0148,621374.0,5972540.0,91976.0,76.0,0.007,0.0016,0.0091,143.14,167.41,39.0,372.84,275.58,1255939.0,589477.0,47.0,2452485.0,57.0,0.0129,0.0112,47.0,36.0,0.0063,50.0,309047.0,648,1162733.0
0.0216,66.0,16.97,4.0,108.62,46.87,4098493.0,0.0108,1632.55,15.0,184.62,0.0156,628406.0,6006472.0,91976.0,76.0,0.007,0.0033,0.0097,143.1,167.25,39.0,372.73,275.12,1263022.0,591042.0,47.0,2477473.0,57.0,0.0131,0.0112,47.0,36.0,0.0076,50.0,309847.0,649,1171452.0
0.0207,66.0,16.97,4.0,108.72,46.99,4126802.0,0.0101,1634.5,15.0,184.75,0.0144,630006.0,6028472.0,93576.0,76.0,0.0073,0.0019,0.009,143.21,167.41,39.0,373.0,275.49,1268078.0,593742.0,47.0,2496988.0,57.0,0.0124,0.0138,47.0,36.0,0.0067,49.0,310047.0,650,1175902.0
0.0204,66.0,16.97,4.0,108.75,46.99,4143941.0,0.0096,1634.69,15.0,184.97,0.0143,633242.0,6076400.0,93576.0,76.0,0.0073,0.0008,0.0078,143.19,167.46,39.0,373.18,275.8,1270078.0,595091.0,47.0,2515955.0,57.0,0.0126,0.0138,47.0,36.0,0.0064,49.0,310347.0,651,1183466.0
0.0204,66.0,16.95,4.0,108.79,46.99,4166083.0,0.0105,1633.56,15.0,184.81,0.015,638842.0,6114988.0,93576.0,76.0,0.0082,0.0023,0.0087,143.1,167.46,39.0,372.84,275.37,1272028.0,596691.0,47.0,2532434.0,57.0,0.0132,0.0138,47.0,36.0,0.006,49.0,313947.0,652,1191085.0
0.0197,66.0,16.97,4.0,108.94,46.93,4207554.0,0.008,1637.52,15.0,184.97,0.0126,643042.0,6159029.0,94176.0,76.0,0.007,0.0005,0.0078,143.28,167.58,39.0,373.78,276.16,1280118.0,606175.0,46.0,2560853.0,57.0,0.0119,0.0125,47.0,36.0,0.0047,51.0,317419.0,653,1198951.0
0.0198,66.0,16.97,4.0,108.98,46.93,4243357.0,0.0095,1639.47,15.0,184.85,0.0114,643938.0,6198102.0,94176.0,76.0,0.0073,0.0023,0.0085,143.44,167.56,39.0,373.21,276.66,1285879.0,615066.0,46.0,2580917.0,57.0,0.0108,0.0125,47.0,36.0,0.0043,51.0,317919.0,654,1218756.0
